Azonosító,Típus,Rendszám,Óraállás,Úttípus,Kiindulás,Végállomás,Távolság,Dátum
8PhPkxFBhgrUMr8FiC7Aoa,Opel Astra F 1.4 8V,HSJ-128,"147,148 km",MAGÁNÚT,Fegyvernek,Kelebia,189.29,2024-08-05
